code,name,level,parent
N04AB01,etanautine,5,N04AB
N04AB02,orphenadrine (chloride),5,N04AB
N04AC01,benzatropine,5,N04AC
N04AC30,etybenzatropine,5,N04AC
N04BA01,levodopa,5,N04BA
N04BA02,levodopa and decarboxylase inhibitor,5,N04BA
N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor",5,N04BA
N04BA04,melevodopa,5,N04BA
N04BA05,melevodopa and decarboxylase inhibitor,5,N04BA
N04BA06,etilevodopa and decarboxylase inhibitor,5,N04BA
N04BB01,amantadine,5,N04BB
N04BC01,bromocriptine,5,N04BC
N04BC02,pergolide,5,N04BC
N04BC03,dihydroergocryptine mesylate,5,N04BC
N04BC04,ropinirole,5,N04BC
N04BC05,pramipexole,5,N04BC
N04BC06,cabergoline,5,N04BC
N04BC07,apomorphine,5,N04BC
N04BC08,piribedil,5,N04BC
N04BC09,rotigotine,5,N04BC
N04BD01,selegiline,5,N04BD
N04BD02,rasagiline,5,N04BD
N04BD03,safinamide,5,N04BD
N04BX01,tolcapone,5,N04BX
N04BX02,entacapone,5,N04BX
N04BX03,budipine,5,N04BX
N04BX04,opicapone,5,N04BX
N04CX01,istradefylline,5,N04CX
N05AA01,chlorpromazine,5,N05AA
N05AA02,levomepromazine,5,N05AA
N05AA03,promazine,5,N05AA
N05AA04,acepromazine,5,N05AA
N05AA05,triflupromazine,5,N05AA
N05AA06,cyamemazine,5,N05AA
N05AA07,chlorproethazine,5,N05AA
N05AB01,dixyrazine,5,N05AB
N05AB02,fluphenazine,5,N05AB
N05AB03,perphenazine,5,N05AB
N05AB04,prochlorperazine,5,N05AB
N05AB05,thiopropazate,5,N05AB
N05AB06,trifluoperazine,5,N05AB
N05AB07,acetophenazine,5,N05AB
N05AB08,thioproperazine,5,N05AB
N05AB09,butaperazine,5,N05AB
N05AB10,perazine,5,N05AB
N05AC01,periciazine,5,N05AC
N05AC02,thioridazine,5,N05AC
N05AC03,mesoridazine,5,N05AC
N05AC04,pipotiazine,5,N05AC
N05AD01,haloperidol,5,N05AD
N05AD02,trifluperidol,5,N05AD
N05AD03,melperone,5,N05AD
N05AD04,moperone,5,N05AD
N05AD05,pipamperone,5,N05AD
N05AD06,bromperidol,5,N05AD
N05AD07,benperidol,5,N05AD
N05AD08,droperidol,5,N05AD
N05AD09,fluanisone,5,N05AD
N05AE01,oxypertine,5,N05AE
N05AE02,molindone,5,N05AE
N05AE03,sertindole,5,N05AE
N05AE04,ziprasidone,5,N05AE
N05AE05,lurasidone,5,N05AE
N05AF01,flupentixol,5,N05AF
N05AF02,clopenthixol,5,N05AF
N05AF03,chlorprothixene,5,N05AF
N05AF04,tiotixene,5,N05AF
N05AF05,zuclopenthixol,5,N05AF
N05AG01,fluspirilene,5,N05AG
N05AG02,pimozide,5,N05AG
N05AG03,penfluridol,5,N05AG
N05AH01,loxapine,5,N05AH
N05AH02,clozapine,5,N05AH
N05AH03,olanzapine,5,N05AH
N05AH04,quetiapine,5,N05AH
N05AH05,asenapine,5,N05AH
N05AH06,clotiapine,5,N05AH
N05AL01,sulpiride,5,N05AL
N05AL02,sultopride,5,N05AL
N05AL03,tiapride,5,N05AL
N05AL04,remoxipride,5,N05AL
N05AL05,amisulpride,5,N05AL
N05AL06,veralipride,5,N05AL
N05AL07,levosulpiride,5,N05AL
N05AN01,lithium,5,N05AN
N05AX07,prothipendyl,5,N05AX
N05AX08,risperidone,5,N05AX
N05AX10,mosapramine,5,N05AX
N05AX11,zotepine,5,N05AX
N05AX12,aripiprazole,5,N05AX
N05AX13,paliperidone,5,N05AX
N05AX14,iloperidone,5,N05AX
N05AX15,cariprazine,5,N05AX
N05AX16,brexpiprazole,5,N05AX
N05AX17,pimavanserin,5,N05AX
N05BA01,diazepam,5,N05BA
N05BA02,chlordiazepoxide,5,N05BA
N05BA03,medazepam,5,N05BA
N05BA04,oxazepam,5,N05BA
N05BA05,potassium clorazepate,5,N05BA
N05BA06,lorazepam,5,N05BA
N05BA07,adinazolam,5,N05BA
N05BA08,bromazepam,5,N05BA
N05BA09,clobazam,5,N05BA
N05BA10,ketazolam,5,N05BA
N05BA11,prazepam,5,N05BA
N05BA12,alprazolam,5,N05BA
N05BA13,halazepam,5,N05BA
N05BA14,pinazepam,5,N05BA
N05BA15,camazepam,5,N05BA
N05BA16,nordazepam,5,N05BA
N05BA17,fludiazepam,5,N05BA
N05BA18,ethyl loflazepate,5,N05BA
N05BA19,etizolam,5,N05BA
N05BA21,clotiazepam,5,N05BA
N05BA22,cloxazolam,5,N05BA
N05BA23,tofisopam,5,N05BA
N05BA24,bentazepam,5,N05BA
N05BA56,"lorazepam, combinations",5,N05BA
N05BB01,hydroxyzine,5,N05BB
N05BB02,captodiame,5,N05BB
N05BB51,"hydroxyzine, combinations",5,N05BB
N05BC01,meprobamate,5,N05BC
N05BC03,emylcamate,5,N05BC
N05BC04,mebutamate,5,N05BC
N05BC51,"meprobamate, combinations",5,N05BC
N05BD01,benzoctamine,5,N05BD
N05BE01,buspirone,5,N05BE
N05BX01,mephenoxalone,5,N05BX
N05BX02,gedocarnil,5,N05BX
N05BX03,etifoxine,5,N05BX
N05BX04,fabomotizole,5,N05BX
N05BX05,Lavandulae aetheroleum,5,N05BX
N05CA01,pentobarbital,5,N05CA
N05CA02,amobarbital,5,N05CA
N05CA03,butobarbital,5,N05CA
N05CA04,barbital,5,N05CA
N05CA05,aprobarbital,5,N05CA
N05CA06,secobarbital,5,N05CA
N05CA07,talbutal,5,N05CA
N05CA08,vinylbital,5,N05CA
N05CA09,vinbarbital,5,N05CA
N05CA10,cyclobarbital,5,N05CA
N05CA11,heptabarbital,5,N05CA
N05CA12,reposal,5,N05CA
N05CA15,methohexital,5,N05CA
N05CA16,hexobarbital,5,N05CA
N05CA19,thiopental,5,N05CA
N05CA20,etallobarbital,5,N05CA
N05CA21,allobarbital,5,N05CA
N05CA22,proxibarbal,5,N05CA
N05CB01,combinations of barbiturates,5,N05CB
N05CB02,barbiturates in combination with other drugs,5,N05CB
N05CC01,chloral hydrate,5,N05CC
N05CC02,chloralodol,5,N05CC
N05CC03,acetylglycinamide chloral hydrate,5,N05CC
N05CC04,dichloralphenazone,5,N05CC
N05CC05,paraldehyde,5,N05CC
N05CD01,flurazepam,5,N05CD
N05CD02,nitrazepam,5,N05CD
N05CD03,flunitrazepam,5,N05CD
N05CD04,estazolam,5,N05CD
N05CD05,triazolam,5,N05CD
N05CD06,lormetazepam,5,N05CD
N05CD07,temazepam,5,N05CD
N05CD08,midazolam,5,N05CD
N05CD09,brotizolam,5,N05CD
N05CD10,quazepam,5,N05CD
N05CD11,loprazolam,5,N05CD
N05CD12,doxefazepam,5,N05CD
N05CD13,cinolazepam,5,N05CD
N05CD14,remimazolam,5,N05CD
N05CD15,nimetazepam,5,N05CD
N05CE01,glutethimide,5,N05CE
N05CE02,methyprylon,5,N05CE
N05CE03,pyrithyldione,5,N05CE
N05CF01,zopiclone,5,N05CF
N05CF02,zolpidem,5,N05CF
N05CF03,zaleplon,5,N05CF
N05CF04,eszopiclone,5,N05CF
N05CH01,melatonin,5,N05CH
N05CH02,ramelteon,5,N05CH
N05CH03,tasimelteon,5,N05CH
N05CM01,methaqualone,5,N05CM
N05CM02,clomethiazole,5,N05CM
N05CM03,bromisoval,5,N05CM
N05CM04,carbromal,5,N05CM
N05CM05,scopolamine,5,N05CM
N05CM06,propiomazine,5,N05CM
N05CM07,triclofos,5,N05CM
N05CM08,ethchlorvynol,5,N05CM
N05CM09,Valerianae radix,5,N05CM
N05CM10,hexapropymate,5,N05CM
N05CM11,bromides,5,N05CM
N05CM12,apronal,5,N05CM
N05CM13,valnoctamide,5,N05CM
N05CM15,methylpentynol,5,N05CM
N05CM16,niaprazine,5,N05CM
N05CM18,dexmedetomidine,5,N05CM
N05CM19,suvorexant,5,N05CM
N05CX01,"meprobamate, combinations",5,N05CX
N05CX02,"methaqualone, combinations",5,N05CX
N05CX03,"methylpentynol, combinations",5,N05CX
N05CX04,"clomethiazole, combinations",5,N05CX
N05CX05,"emepronium, combinations",5,N05CX
N05CX06,"dipiperonylaminoethanol, combinations",5,N05CX
N06AA01,desipramine,5,N06AA
N06AA02,imipramine,5,N06AA
N06AA03,imipramine oxide,5,N06AA
N06AA04,clomipramine,5,N06AA
N06AA05,opipramol,5,N06AA
N06AA06,trimipramine,5,N06AA
N06AA07,lofepramine,5,N06AA
N06AA08,dibenzepin,5,N06AA
N06AA09,amitriptyline,5,N06AA
N06AA10,nortriptyline,5,N06AA
N06AA11,protriptyline,5,N06AA
N06AA12,doxepin,5,N06AA
N06AA13,iprindole,5,N06AA
N06AA14,melitracen,5,N06AA
N06AA15,butriptyline,5,N06AA
N06AA16,dosulepin,5,N06AA
N06AA17,amoxapine,5,N06AA
N06AA18,dimetacrine,5,N06AA
N06AA19,amineptine,5,N06AA
N06AA21,maprotiline,5,N06AA
N06AA23,quinupramine,5,N06AA
N06AB02,zimeldine,5,N06AB
N06AB03,fluoxetine,5,N06AB
N06AB04,citalopram,5,N06AB
N06AB05,paroxetine,5,N06AB
N06AB06,sertraline,5,N06AB
N06AB07,alaproclate,5,N06AB
N06AB08,fluvoxamine,5,N06AB
N06AB09,etoperidone,5,N06AB
N06AB10,escitalopram,5,N06AB
N06AF01,isocarboxazid,5,N06AF
N06AF02,nialamide,5,N06AF
N06AF03,phenelzine,5,N06AF
N06AF04,tranylcypromine,5,N06AF
N06AF05,iproniazide,5,N06AF
N06AF06,iproclozide,5,N06AF
N06AG02,moclobemide,5,N06AG
N06AG03,toloxatone,5,N06AG
N06AX01,oxitriptan,5,N06AX
N06AX02,tryptophan,5,N06AX
N06AX03,mianserin,5,N06AX
N06AX04,nomifensine,5,N06AX
N06AX05,trazodone,5,N06AX
N06AX06,nefazodone,5,N06AX
N06AX07,minaprine,5,N06AX
N06AX08,bifemelane,5,N06AX
N06AX09,viloxazine,5,N06AX
N06AX10,oxaflozane,5,N06AX
N06AX11,mirtazapine,5,N06AX
N06AX12,bupropion,5,N06AX
N06AX13,medifoxamine,5,N06AX
N06AX14,tianeptine,5,N06AX
N06AX15,pivagabine,5,N06AX
N06AX16,venlafaxine,5,N06AX
N06AX17,milnacipran,5,N06AX
N06AX18,reboxetine,5,N06AX
N06AX19,gepirone,5,N06AX
N06AX21,duloxetine,5,N06AX
N06AX22,agomelatine,5,N06AX
N06AX23,desvenlafaxine,5,N06AX
N06AX24,vilazodone,5,N06AX
N06AX25,Hyperici herba,5,N06AX
N06AX26,vortioxetine,5,N06AX
N06AX27,esketamine,5,N06AX
N06BA01,amfetamine,5,N06BA
N06BA02,dexamfetamine,5,N06BA
N06BA03,metamfetamine,5,N06BA
N06BA04,methylphenidate,5,N06BA
N06BA05,pemoline,5,N06BA
N06BA06,fencamfamin,5,N06BA
N06BA07,modafinil,5,N06BA
N06BA08,fenozolone,5,N06BA
N06BA09,atomoxetine,5,N06BA
N06BA10,fenetylline,5,N06BA
N06BA11,dexmethylphenidate,5,N06BA
N06BA12,lisdexamfetamine,5,N06BA
N06BA13,armodafinil,5,N06BA
N06BA14,solriamfetol,5,N06BA
N06BC01,caffeine,5,N06BC
N06BC02,propentofylline,5,N06BC
N06BX01,meclofenoxate,5,N06BX
N06BX02,pyritinol,5,N06BX
N06BX03,piracetam,5,N06BX
N06BX04,deanol,5,N06BX
N06BX05,fipexide,5,N06BX
N06BX06,citicoline,5,N06BX
N06BX07,oxiracetam,5,N06BX
N06BX08,pirisudanol,5,N06BX
N06BX09,linopirdine,5,N06BX
N06BX10,nizofenone,5,N06BX
N06BX11,aniracetam,5,N06BX
N06BX12,acetylcarnitine,5,N06BX
N06BX13,idebenone,5,N06BX
N06BX14,prolintane,5,N06BX
N06BX15,pipradrol,5,N06BX
N06BX16,pramiracetam,5,N06BX
N06BX17,adrafinil,5,N06BX
N06BX18,vinpocetine,5,N06BX
N06BX21,tetramethylglycoluril,5,N06BX
N06BX22,phenibut,5,N06BX
N06CA01,amitriptyline and psycholeptics,5,N06CA
N06CA02,melitracen and psycholeptics,5,N06CA
N06CA03,fluoxetine and psycholeptics,5,N06CA
N06DA01,tacrine,5,N06DA
N06DA02,donepezil,5,N06DA
N06DA03,rivastigmine,5,N06DA
N06DA04,galantamine,5,N06DA
N06DA05,ipidacrine,5,N06DA
N06DA52,donepezil and memantine,5,N06DA
N06DA53,"donepezil, memantine and Ginkgo folium",5,N06DA
N06DX01,memantine,5,N06DX
N06DX02,Ginkgo folium,5,N06DX
N06DX30,combinations,5,N06DX
N07AA01,neostigmine,5,N07AA
N07AA02,pyridostigmine,5,N07AA
N07AA03,distigmine,5,N07AA
N07AA30,ambenonium,5,N07AA
N07AA51,"neostigmine, combinations",5,N07AA
N07AB01,carbachol,5,N07AB
N07AB02,bethanechol,5,N07AB
N07AX01,pilocarpine,5,N07AX
N07AX02,choline alfoscerate,5,N07AX
N07AX03,cevimeline,5,N07AX
N07BA01,nicotine,5,N07BA
N07BA03,varenicline,5,N07BA
N07BA04,cytisine,5,N07BA
N07BB01,disulfiram,5,N07BB
N07BB02,calcium carbimide,5,N07BB
N07BB03,acamprosate,5,N07BB
N07BB04,naltrexone,5,N07BB
N07BB05,nalmefene,5,N07BB
N07BC01,buprenorphine,5,N07BC
N07BC02,methadone,5,N07BC
N07BC03,levacetylmethadol,5,N07BC
N07BC04,lofexidine,5,N07BC
N07BC05,levomethadone,5,N07BC
N07BC06,diamorphine,5,N07BC
N07BC51,"buprenorphine, combinations",5,N07BC
N07CA01,betahistine,5,N07CA
N07CA02,cinnarizine,5,N07CA
N07CA03,flunarizine,5,N07CA
N07CA04,acetylleucine,5,N07CA
N07CA52,"cinnarizine, combinations",5,N07CA
N07XX01,tirilazad,5,N07XX
N07XX02,riluzole,5,N07XX
N07XX03,xaliproden,5,N07XX
N07XX04,sodium oxybate,5,N07XX
N07XX05,amifampridine,5,N07XX
N07XX06,tetrabenazine,5,N07XX
N07XX07,fampridine,5,N07XX
N07XX08,tafamidis,5,N07XX
N07XX10,laquinimod,5,N07XX
N07XX11,pitolisant,5,N07XX
N07XX12,patisiran,5,N07XX
N07XX13,valbenazine,5,N07XX
N07XX14,edaravone,5,N07XX
N07XX15,inotersen,5,N07XX
N07XX59,"dextromethorphan, combinations",5,N07XX
P01AA01,broxyquinoline,5,P01AA
P01AA02,clioquinol,5,P01AA
P01AA04,chlorquinaldol,5,P01AA
P01AA05,tilbroquinol,5,P01AA
P01AA52,"clioquinol, combinations",5,P01AA
P01AB01,metronidazole,5,P01AB
P01AB02,tinidazole,5,P01AB
P01AB03,ornidazole,5,P01AB
P01AB04,azanidazole,5,P01AB
P01AB05,propenidazole,5,P01AB
P01AB06,nimorazole,5,P01AB
P01AB07,secnidazole,5,P01AB
P01AB51,"metronidazole, combinations",5,P01AB
P01AC01,diloxanide,5,P01AC
P01AC02,clefamide,5,P01AC
P01AC03,etofamide,5,P01AC
P01AC04,teclozan,5,P01AC
P01AR01,arsthinol,5,P01AR
P01AR02,difetarsone,5,P01AR
P01AR03,glycobiarsol,5,P01AR
P01AR53,"glycobiarsol, combinations",5,P01AR
P01AX01,chiniofon,5,P01AX
P01AX02,emetine,5,P01AX
P01AX04,phanquinone,5,P01AX
P01AX05,mepacrine,5,P01AX
P01AX06,atovaquone,5,P01AX
P01AX07,trimetrexate,5,P01AX
P01AX08,tenonitrozole,5,P01AX
P01AX09,dehydroemetine,5,P01AX
P01AX10,fumagillin,5,P01AX
P01AX11,nitazoxanide,5,P01AX
P01AX52,"emetine, combinations",5,P01AX
P01BA01,chloroquine,5,P01BA
P01BA02,hydroxychloroquine,5,P01BA
P01BA03,primaquine,5,P01BA
P01BA06,amodiaquine,5,P01BA
P01BA07,tafenoquine,5,P01BA
P01BB01,proguanil,5,P01BB
P01BB02,cycloguanil embonate,5,P01BB
P01BB51,"proguanil, combinations",5,P01BB
P01BC01,quinine,5,P01BC
P01BC02,mefloquine,5,P01BC
P01BD01,pyrimethamine,5,P01BD
P01BD51,"pyrimethamine, combinations",5,P01BD
P01BE01,artemisinin,5,P01BE
P01BE02,artemether,5,P01BE
P01BE03,artesunate,5,P01BE
P01BE04,artemotil,5,P01BE
P01BE05,artenimol,5,P01BE
P01BF01,artemether and lumefantrine,5,P01BF
P01BF02,artesunate and mefloquine,5,P01BF
P01BF03,artesunate and amodiaquine,5,P01BF
P01BF04,"artesunate, sulfalene and pyrimethamine",5,P01BF
P01BF05,artenimol and piperaquine,5,P01BF
P01BF06,artesunate and pyronaridine,5,P01BF
P01BX01,halofantrine,5,P01BX
P01BX02,arterolane and piperaquine,5,P01BX
P01CA02,benznidazole,5,P01CA
P01CA03,fexinidazole,5,P01CA
P01CB01,meglumine antimonate,5,P01CB
P01CB02,sodium stibogluconate,5,P01CB
P01CC01,nifurtimox,5,P01CC
P01CC02,nitrofural,5,P01CC
P01CD01,melarsoprol,5,P01CD
P01CD02,acetarsol,5,P01CD
P01CX01,pentamidine isethionate,5,P01CX
P01CX02,suramin sodium,5,P01CX
P01CX03,eflornithine,5,P01CX
P01CX04,miltefosine,5,P01CX
P02BA01,praziquantel,5,P02BA
P02BA02,oxamniquine,5,P02BA
P02BB01,metrifonate,5,P02BB
P02BX01,bithionol,5,P02BX
P02BX02,niridazole,5,P02BX
P02BX03,stibophen,5,P02BX
P02BX04,triclabendazole,5,P02BX
P02CA01,mebendazole,5,P02CA
P02CA02,tiabendazole,5,P02CA
P02CA03,albendazole,5,P02CA
P02CA04,ciclobendazole,5,P02CA
P02CA05,flubendazole,5,P02CA
P02CA06,fenbendazole,5,P02CA
P02CA51,"mebendazole, combinations",5,P02CA
P02CB01,piperazine,5,P02CB
P02CB02,diethylcarbamazine,5,P02CB
P02CC01,pyrantel,5,P02CC
P02CC02,oxantel,5,P02CC
P02CE01,levamisole,5,P02CE
P02CF01,ivermectin,5,P02CF
P02CX01,pyrvinium,5,P02CX
P02CX02,bephenium,5,P02CX
P02CX03,moxidectin,5,P02CX
P02DA01,niclosamide,5,P02DA
P02DX01,desaspidin,5,P02DX
P02DX02,dichlorophen,5,P02DX
P03AA01,dixanthogen,5,P03AA
P03AA02,potassium polysulfide,5,P03AA
P03AA03,mesulfen,5,P03AA
P03AA04,disulfiram,5,P03AA
P03AA05,thiram,5,P03AA
P03AA54,"disulfiram, combinations",5,P03AA
P03AB01,clofenotane,5,P03AB
P03AB02,lindane,5,P03AB
P03AB51,"clofenotane, combinations",5,P03AB
P03AC01,pyrethrum,5,P03AC
P03AC02,bioallethrin,5,P03AC
P03AC03,phenothrin,5,P03AC
P03AC04,permethrin,5,P03AC
P03AC51,"pyrethrum, combinations",5,P03AC
P03AC52,"bioallethrin, combinations",5,P03AC
P03AC53,"phenothrin, combinations",5,P03AC
P03AC54,"permethrin, combinations",5,P03AC
P03AX01,benzyl benzoate,5,P03AX
P03AX02,copper oleinate,5,P03AX
P03AX03,malathion,5,P03AX
P03AX04,quassia,5,P03AX
P03AX05,dimeticone,5,P03AX
P03AX06,benzyl alcohol,5,P03AX
P03BA01,cyfluthrin,5,P03BA
P03BA02,cypermethrin,5,P03BA
P03BA03,decamethrin,5,P03BA
P03BA04,tetramethrin,5,P03BA
P03BX01,diethyltoluamide,5,P03BX
P03BX02,dimethylphthalate,5,P03BX
P03BX03,dibutylphthalate,5,P03BX
P03BX04,dibutylsuccinate,5,P03BX
P03BX05,dimethylcarbate,5,P03BX
P03BX06,etohexadiol,5,P03BX
R01AA02,cyclopentamine,5,R01AA
R01AA03,ephedrine,5,R01AA
R01AA04,phenylephrine,5,R01AA
R01AA05,oxymetazoline,5,R01AA
R01AA06,tetryzoline,5,R01AA
R01AA07,xylometazoline,5,R01AA
R01AA08,naphazoline,5,R01AA
R01AA09,tramazoline,5,R01AA
R01AA10,metizoline,5,R01AA
R01AA11,tuaminoheptane,5,R01AA
R01AA12,fenoxazoline,5,R01AA
R01AA13,tymazoline,5,R01AA
R01AA14,epinephrine,5,R01AA
R01AA15,indanazoline,5,R01AA
R01AB01,phenylephrine,5,R01AB
R01AB02,naphazoline,5,R01AB
R01AB03,tetryzoline,5,R01AB
R01AB05,ephedrine,5,R01AB
R01AB06,xylometazoline,5,R01AB
R01AB07,oxymetazoline,5,R01AB
R01AB08,tuaminoheptane,5,R01AB
R01AC01,cromoglicic acid,5,R01AC
R01AC02,levocabastine,5,R01AC
R01AC03,azelastine,5,R01AC
R01AC04,antazoline,5,R01AC
R01AC05,spaglumic acid,5,R01AC
R01AC06,thonzylamine,5,R01AC
R01AC07,nedocromil,5,R01AC
R01AC08,olopatadine,5,R01AC
R01AC51,"cromoglicic acid, combinations",5,R01AC
R01AD01,beclometasone,5,R01AD
R01AD02,prednisolone,5,R01AD
R01AD03,dexamethasone,5,R01AD
R01AD04,flunisolide,5,R01AD
R01AD05,budesonide,5,R01AD
R01AD06,betamethasone,5,R01AD
R01AD07,tixocortol,5,R01AD
R01AD08,fluticasone,5,R01AD
R01AD09,mometasone,5,R01AD
R01AD11,triamcinolone,5,R01AD
R01AD12,fluticasone furoate,5,R01AD
R01AD13,ciclesonide,5,R01AD
R01AD52,"prednisolone, combinations",5,R01AD
R01AD53,"dexamethasone, combinations",5,R01AD
R01AD57,"tixocortol, combinations",5,R01AD
R01AD58,"fluticasone, combinations",5,R01AD
R01AD59,"mometasone, combinations",5,R01AD
R01AD60,"hydrocortisone, combinations",5,R01AD
R01AX01,calcium hexamine thiocyanate,5,R01AX
R01AX02,retinol,5,R01AX
R01AX03,ipratropium bromide,5,R01AX
R01AX05,ritiometan,5,R01AX
R01AX06,mupirocin,5,R01AX
R01AX07,hexamidine,5,R01AX
R01AX08,framycetin,5,R01AX
R01AX09,hyaluronic acid,5,R01AX
R01AX10,various,5,R01AX
R01AX30,combinations,5,R01AX
R01BA01,phenylpropanolamine,5,R01BA
R01BA02,pseudoephedrine,5,R01BA
R01BA03,phenylephrine,5,R01BA
R01BA51,"phenylpropanolamine, combinations",5,R01BA
R01BA52,"pseudoephedrine, combinations",5,R01BA
R01BA53,"phenylephrine, combinations",5,R01BA
R02AA01,ambazone,5,R02AA
R02AA02,dequalinium,5,R02AA
R02AA03,dichlorobenzyl alcohol,5,R02AA
R02AA05,chlorhexidine,5,R02AA
R02AA06,cetylpyridinium,5,R02AA
R02AA09,benzethonium,5,R02AA
R02AA10,myristyl-benzalkonium,5,R02AA
R02AA11,chlorquinaldol,5,R02AA
R02AA12,hexylresorcinol,5,R02AA
R02AA13,acriflavinium chloride,5,R02AA
R02AA14,oxyquinoline,5,R02AA
R02AA15,povidone-iodine,5,R02AA
R02AA16,benzalkonium,5,R02AA
R02AA17,cetrimonium,5,R02AA
R02AA18,hexamidine,5,R02AA
R02AA19,phenol,5,R02AA
R02AA20,various,5,R02AA
R02AA21,octenidine,5,R02AA
R02AB01,neomycin,5,R02AB
R02AB02,tyrothricin,5,R02AB
R02AB03,fusafungine,5,R02AB
R02AB04,bacitracin,5,R02AB
R02AB30,gramicidin,5,R02AB
R02AD01,benzocaine,5,R02AD
R02AD02,lidocaine,5,R02AD
R02AD03,cocaine,5,R02AD
R02AD04,dyclonine,5,R02AD
R02AX01,flurbiprofen,5,R02AX
R02AX02,ibuprofen,5,R02AX
R02AX03,benzydamine,5,R02AX
R03AA01,epinephrine,5,R03AA
R03AB02,isoprenaline,5,R03AB
R03AB03,orciprenaline,5,R03AB
R03AC02,salbutamol,5,R03AC
R03AC03,terbutaline,5,R03AC
R03AC04,fenoterol,5,R03AC
R03AC05,rimiterol,5,R03AC
R03AC06,hexoprenaline,5,R03AC
R03AC07,isoetarine,5,R03AC
R03AC08,pirbuterol,5,R03AC
R03AC09,tretoquinol,5,R03AC
R03AC10,carbuterol,5,R03AC
R03AC11,tulobuterol,5,R03AC
R03AC12,salmeterol,5,R03AC
R03AC13,formoterol,5,R03AC
R03AC14,clenbuterol,5,R03AC
R03AC15,reproterol,5,R03AC
R03AC16,procaterol,5,R03AC
R03AC17,bitolterol,5,R03AC
R03AC18,indacaterol,5,R03AC
R03AC19,olodaterol,5,R03AC
R03AK01,epinephrine and other drugs for obstructive airway diseases,5,R03AK
R03AK02,isoprenaline and other drugs for obstructive airway diseases,5,R03AK
R03AK04,salbutamol and sodium cromoglicate,5,R03AK
R03AK05,reproterol and sodium cromoglicate,5,R03AK
R03AK06,salmeterol and fluticasone,5,R03AK
R03AK07,formoterol and budesonide,5,R03AK
R03AK08,formoterol and beclometasone,5,R03AK
R03AK09,formoterol and mometasone,5,R03AK
R03AK10,vilanterol and fluticasone furoate,5,R03AK
R03AK11,formoterol and fluticasone,5,R03AK
R03AK12,salmeterol and budesonide,5,R03AK
R03AK13,salbutamol and beclometasone,5,R03AK
R03AK14,indacaterol and mometasone,5,R03AK
R03AL01,fenoterol and ipratropium bromide,5,R03AL
R03AL02,salbutamol and ipratropium bromide,5,R03AL
R03AL03,vilanterol and umeclidinium bromide,5,R03AL
R03AL04,indacaterol and glycopyrronium bromide,5,R03AL
R03AL05,formoterol and aclidinium bromide,5,R03AL
R03AL06,olodaterol and tiotropium bromide,5,R03AL
R03AL07,formoterol and glycopyrronium bromide,5,R03AL
R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate",5,R03AL
R03AL09,"formoterol, glycopyrronium bromide and beclometasone",5,R03AL
R03AL10,formoterol and tiotropium bromide,5,R03AL
R03AL11,"formoterol, glycopyrronium bromide and budesonide",5,R03AL
R03AL12,"indacaterol, glycopyrronium bromide and mometasone",5,R03AL
R03BA01,beclometasone,5,R03BA
R03BA02,budesonide,5,R03BA
R03BA03,flunisolide,5,R03BA
R03BA04,betamethasone,5,R03BA
R03BA05,fluticasone,5,R03BA
R03BA06,triamcinolone,5,R03BA
R03BA07,mometasone,5,R03BA
R03BA08,ciclesonide,5,R03BA
R03BA09,fluticasone furoate,5,R03BA
R03BB01,ipratropium bromide,5,R03BB
R03BB02,oxitropium bromide,5,R03BB
R03BB03,stramoni preparations,5,R03BB
R03BB04,tiotropium bromide,5,R03BB
R03BB05,aclidinium bromide,5,R03BB
R03BB06,glycopyrronium bromide,5,R03BB
R03BB07,umeclidinium bromide,5,R03BB
R03BB08,revefenacin,5,R03BB
R03BB54,"tiotropium bromide, combinations",5,R03BB
R03BC01,cromoglicic acid,5,R03BC
R03BC03,nedocromil,5,R03BC
R03BX01,fenspiride,5,R03BX
R03CA02,ephedrine,5,R03CA
R03CB01,isoprenaline,5,R03CB
R03CB02,methoxyphenamine,5,R03CB
R03CB03,orciprenaline,5,R03CB
R03CB51,"isoprenaline, combinations",5,R03CB
R03CB53,"orciprenaline, combinations",5,R03CB
R03CC02,salbutamol,5,R03CC
R03CC03,terbutaline,5,R03CC
R03CC04,fenoterol,5,R03CC
R03CC05,hexoprenaline,5,R03CC
R03CC06,isoetarine,5,R03CC
R03CC07,pirbuterol,5,R03CC
R03CC08,procaterol,5,R03CC
R03CC09,tretoquinol,5,R03CC
R03CC10,carbuterol,5,R03CC
R03CC11,tulobuterol,5,R03CC
R03CC12,bambuterol,5,R03CC
R03CC13,clenbuterol,5,R03CC
R03CC14,reproterol,5,R03CC
R03CC53,"terbutaline, combinations",5,R03CC
R03CC63,clenbuterol and ambroxol,5,R03CC
R03DA01,diprophylline,5,R03DA
R03DA02,choline theophyllinate,5,R03DA
R03DA03,proxyphylline,5,R03DA
R03DA04,theophylline,5,R03DA
R03DA05,aminophylline,5,R03DA
R03DA06,etamiphylline,5,R03DA
R03DA07,theobromine,5,R03DA
R03DA08,bamifylline,5,R03DA
R03DA09,acefylline piperazine,5,R03DA
R03DA10,bufylline,5,R03DA
R03DA11,doxofylline,5,R03DA
R03DA12,mepyramine theophyllinacetate,5,R03DA
R03DA20,combinations of xanthines,5,R03DA
R03DA51,"diprophylline, combinations",5,R03DA
